id,original_title,overview,genres,keywords,cast,production_companies,release_date,vote_average,vote_count,runtime,original_language,popularity,director,combined_features
68721,Iron Man 3,tony stark s world tear apart formidable terrorist call mandarin start odyssey rebuilding retribution,Action Adventure ScienceFiction,terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis,RobertDowneyJr. GwynethPaltrow DonCheadle,MarvelStudios,2013-04-18,6.8,8806,130.0,en,77.68208,ShaneBlack,tony stark s world tear apart formidable terrorist call mandarin start odyssey rebuilding retribution Action Adventure ScienceFiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis RobertDowneyJr. GwynethPaltrow DonCheadle ShaneBlack MarvelStudios
12155,Alice in Wonderland,alice unpretentious individual year old betroth dunce english nobleman engagement party escape crowd consider marriage fall hole garden spot unusual rabbit arrive strange surreal place call underland find world resemble nightmare child fill talk animal villainous queen knight frumious bandersnatche alice realize reason conquer horrific jabberwocky restore rightful queen throne,Family Fantasy Adventure,basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d,MiaWasikowska JohnnyDepp AnneHathaway,"WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms ZanuckCompany,The",2010-03-03,6.4,4645,108.0,en,78.530105,TimBurton,"alice unpretentious individual year old betroth dunce english nobleman engagement party escape crowd consider marriage fall hole garden spot unusual rabbit arrive strange surreal place call underland find world resemble nightmare child fill talk animal villainous queen knight frumious bandersnatche alice realize reason conquer horrific jabberwocky restore rightful queen throne Family Fantasy Adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d MiaWasikowska JohnnyDepp AnneHathaway TimBurton WaltDisneyPictures TeamTodd TimBurtonProductions RothFilms ZanuckCompany,The"
36668,X-Men: The Last Stand,cure find treat mutation line draw x man brotherhood band powerful mutant organize xavier s ally magneto,Adventure Action ScienceFiction Thriller,mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger,HughJackman HalleBerry IanMcKellen,IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment MajorStudioPartners BadHatHarryProductions thinkfilm MarvelEnterprises X3CanadaProductions X3USProductions XM3Service,2006-05-24,6.3,3525,104.0,en,3.857526,BrettRatner,cure find treat mutation line draw x man brotherhood band powerful mutant organize xavier s ally magneto Adventure Action ScienceFiction Thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger HughJackman HalleBerry IanMcKellen BrettRatner IngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment MajorStudioPartners BadHatHarryProductions thinkfilm MarvelEnterprises X3CanadaProductions X3USProductions XM3Service
62211,Monsters University,look relationship mike sulley day monster university weren t necessarily good friend,Animation Family,monster dormitory games animation bestfriend university scary aftercreditsstinger,BillyCrystal JohnGoodman SteveBuscemi,WaltDisneyPictures PixarAnimationStudios,2013-06-20,7.0,3528,104.0,en,89.186492,DanScanlon,look relationship mike sulley day monster university weren t necessarily good friend Animation Family monster dormitory games animation bestfriend university scary aftercreditsstinger BillyCrystal JohnGoodman SteveBuscemi DanScanlon WaltDisneyPictures PixarAnimationStudios
8373,Transformers: Revenge of the Fallen,sam witwicky leave autobot normal life mind fill cryptic symbol decepticon target drag transformer war,ScienceFiction Action Adventure,egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger,ShiaLaBeouf MeganFox JoshDuhamel,ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes HasbroStudios RevolutionSunStudios,2009-06-19,6.0,3138,150.0,en,21.939663,MichaelBay,sam witwicky leave autobot normal life mind fill cryptic symbol decepticon target drag transformer war ScienceFiction Action Adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger ShiaLaBeouf MeganFox JoshDuhamel MichaelBay ParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes HasbroStudios RevolutionSunStudios
91314,Transformers: Age of Extinction,humanity pick piece follow conclusion transformer dark moon autobot decepticon vanish face planet group powerful ingenious businessman scientist attempt learn past transformer incursion push boundary technology control ancient powerful transformer menace set earth cross hair,ScienceFiction Action Adventure,sequel alien transformers giantrobot robot imax transformingrobot,MarkWahlberg StanleyTucci KelseyGrammer,ParamountPictures AmblinEntertainment DiBonaventuraPictures PlatinumDunes ChinaMovieChannel HasbroStudios IanBryceProductions RevolutionSunStudios,2014-06-25,5.8,3095,165.0,en,116.840296,MichaelBay,humanity pick piece follow conclusion transformer dark moon autobot decepticon vanish face planet group powerful ingenious businessman scientist attempt learn past transformer incursion push boundary technology control ancient powerful transformer menace set earth cross hair ScienceFiction Action Adventure sequel alien transformers giantrobot robot imax transformingrobot MarkWahlberg StanleyTucci KelseyGrammer MichaelBay ParamountPictures AmblinEntertainment DiBonaventuraPictures PlatinumDunes ChinaMovieChannel HasbroStudios IanBryceProductions RevolutionSunStudios
68728,Oz: The Great and Powerful,oscar diggs small time circus illusionist con artist whisk kansas land oz inhabitant assume s great wizard prophecy save oz clutch evil,Fantasy Adventure Family,circus witch magic hope illusion lost magictrick wizard 3d,JamesFranco MilaKunis RachelWeisz,WaltDisneyPictures RothFilms,2013-03-07,5.7,3530,130.0,en,46.985445,SamRaimi,oscar diggs small time circus illusionist con artist whisk kansas land oz inhabitant assume s great wizard prophecy save oz clutch evil Fantasy Adventure Family circus witch magic hope illusion lost magictrick wizard 3d JamesFranco MilaKunis RachelWeisz SamRaimi WaltDisneyPictures RothFilms
102382,The Amazing Spider-Man 2,peter parker life busy take bad guy spider man spending time person love gwen stacy high school graduation come quickly peter forget promise gwen s father protect stay away promise thing change peter new villain electro emerge old friend harry osborn return peter uncover new clue past,Action Adventure Fantasy,obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers,AndrewGarfield EmmaStone JamieFoxx,ColumbiaPictures MarvelEnterprises AviAradProductions MattTolmachProductions,2014-04-16,6.5,4179,142.0,en,89.270217,MarcWebb,peter parker life busy take bad guy spider man spending time person love gwen stacy high school graduation come quickly peter forget promise gwen s father protect stay away promise thing change peter new villain electro emerge old friend harry osborn return peter uncover new clue past Action Adventure Fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers AndrewGarfield EmmaStone JamieFoxx MarcWebb ColumbiaPictures MarvelEnterprises AviAradProductions MattTolmachProductions
20526,TRON: Legacy,sam flynn tech savvy dare son kevin flynn investigate father s disappearance pull grid help mysterious program name quorra sam quest stop evil dictator clu cross real world,Adventure Action ScienceFiction,artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy,GarrettHedlund JeffBridges OliviaWilde,WaltDisneyPictures LivePlanet PranaStudios SeanBaileyProductions RevolutionSunStudios KontseptFilmCompany,2010-12-10,6.3,2841,125.0,en,73.79505,JosephKosinski,sam flynn tech savvy dare son kevin flynn investigate father s disappearance pull grid help mysterious program name quorra sam quest stop evil dictator clu cross real world Adventure Action ScienceFiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy GarrettHedlund JeffBridges OliviaWilde JosephKosinski WaltDisneyPictures LivePlanet PranaStudios SeanBaileyProductions RevolutionSunStudios KontseptFilmCompany
49013,Cars 2,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship rocky mater get catch intriguing adventure international espionage,Animation Family Adventure Comedy,carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger,OwenWilson LarrytheCableGuy MichaelCaine,WaltDisneyPictures PixarAnimationStudios,2011-06-11,5.8,2033,106.0,en,49.98659,JohnLasseter,star race car lightning mcqueen pal mater head overseas compete world grand prix race road championship rocky mater get catch intriguing adventure international espionage Animation Family Adventure Comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger OwenWilson LarrytheCableGuy MichaelCaine JohnLasseter WaltDisneyPictures PixarAnimationStudios
44912,Green Lantern,century small powerful force warrior call green lantern corps swear intergalactic order green lantern wear ring grant superpower new enemy call parallax threaten destroy balance power universe fate fate earth lie hand human recruit,Adventure Action Thriller ScienceFiction,dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d,RyanReynolds BlakeLively PeterSarsgaard,DeLinePictures WarnerBros. DCEntertainment,2011-06-16,5.1,2487,114.0,en,51.872839,MartinCampbell,century small powerful force warrior call green lantern corps swear intergalactic order green lantern wear ring grant superpower new enemy call parallax threaten destroy balance power universe fate fate earth lie hand human recruit Adventure Action Thriller ScienceFiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d RyanReynolds BlakeLively PeterSarsgaard MartinCampbell DeLinePictures WarnerBros. DCEntertainment
10193,Toy Story 3,woody buzz rest andy s toy haven t play year andy college gang find accidentally leave nefarious day care center toy band escape return home andy,Animation Family Comedy,hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory,TomHanks TimAllen NedBeatty,WaltDisneyPictures PixarAnimationStudios,2010-06-16,7.6,4597,103.0,en,59.995418,LeeUnkrich,woody buzz rest andy s toy haven t play year andy college gang find accidentally leave nefarious day care center toy band escape return home andy Animation Family Comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory TomHanks TimAllen NedBeatty LeeUnkrich WaltDisneyPictures PixarAnimationStudios
534,Terminator Salvation,grow post apocalyptic john connor lead resistance human increasingly dominating militaristic robot marcus wright appear existence confuse mission connor try determine wright come future past s friend foe,Action ScienceFiction Thriller,savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles,ChristianBale SamWorthington AntonYelchin,ColumbiaPictures TheHalcyonCompany WonderlandSoundandVision WarnerBros.,2009-05-20,5.9,2463,115.0,en,71.862892,McG,grow post apocalyptic john connor lead resistance human increasingly dominating militaristic robot marcus wright appear existence confuse mission connor try determine wright come future past s friend foe Action ScienceFiction Thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles ChristianBale SamWorthington AntonYelchin McG ColumbiaPictures TheHalcyonCompany WonderlandSoundandVision WarnerBros.
